movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning,poster_url,director,overview
movie_0011,The Lord of the Rings: The Fellowship of the Ring,Movie,Action,Adventure,2001,178.0,U,English,USA,8.8,,315544750.0,,,False,2022-08-03,False,https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX600.jpg,Peter Jackson,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
movie_0012,Forrest Gump,Movie,Drama,Romance,1994,142.0,UA,English,USA,8.8,,330252182.0,,,False,2023-04-22,False,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX600.jpg,Robert Zemeckis,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart."
movie_0013,"Il buono, il brutto, il cattivo",Movie,Western,,1966,161.0,A,English,USA,8.8,,6100000.0,,,False,2025-01-02,False,https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_SX600.jpg,Sergio Leone,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.
movie_0014,The Lord of the Rings: The Two Towers,Movie,Action,Adventure,2002,179.0,UA,English,USA,8.7,,342551365.0,,,False,2021-02-11,False,https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,Peter Jackson,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
movie_0015,The Matrix,Movie,Action,Sci-Fi,1999,136.0,A,English,USA,8.7,,171479930.0,,,False,2015-12-23,False,https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,Lana Wachowski,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
movie_0016,Goodfellas,Movie,Biography,Crime,1990,146.0,A,English,USA,8.7,,46836394.0,,,False,2021-08-15,True,https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX600.jpg,Martin Scorsese,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate."
movie_0017,Star Wars: Episode V - The Empire Strikes Back,Movie,Action,Adventure,1980,124.0,UA,English,USA,8.7,,290475067.0,,,False,2019-09-25,False,https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX600.jpg,Irvin Kershner,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy."
movie_0018,One Flew Over the Cuckoo's Nest,Movie,Drama,,1975,133.0,A,English,USA,8.7,,112000000.0,,,False,2015-05-11,False,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX600.jpg,Milos Forman,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients."
movie_0019,Hamilton,Movie,Biography,Drama,2020,160.0,PG-13,English,USA,8.6,,,,,False,2015-05-03,False,https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX600.jpg,Thomas Kail,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
movie_0020,Gisaengchung,Movie,Comedy,Drama,2019,132.0,A,Korean,South Korea,8.6,,53367844.0,,,False,2016-01-19,False,https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX600.jpg,Bong Joon Ho,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
movie_0021,Soorarai Pottru,Movie,Drama,,2020,153.0,U,English,USA,8.6,,,,,False,2017-06-14,False,https://m.media-amazon.com/images/M/MV5BOTc2ZTlmYmItMDBhYS00YmMzLWI4ZjAtMTI5YTBjOTFiMGEwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX600.jpg,Sudha Kongara,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way."
movie_0022,Interstellar,Movie,Adventure,Drama,2014,169.0,UA,English,USA,8.6,,188020017.0,,,False,2017-08-10,False,https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX600.jpg,Christopher Nolan,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
movie_0023,Cidade de Deus,Movie,Crime,Drama,2002,130.0,A,Portuguese,Brazil,8.6,,7563397.0,,,False,2020-08-31,True,https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX600.jpg,Fernando Meirelles,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
movie_0024,Sen to Chihiro no kamikakushi,Movie,Animation,Adventure,2001,125.0,U,Japanese,Japan,8.6,,10055859.0,,,False,2021-10-01,False,https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX600.jpg,Hayao Miyazaki,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts."
movie_0025,Saving Private Ryan,Movie,Drama,War,1998,169.0,R,English,USA,8.6,,216540909.0,,,False,2015-04-19,True,https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX600.jpg,Steven Spielberg,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
movie_0026,The Green Mile,Movie,Crime,Drama,1999,189.0,A,English,USA,8.6,,136801374.0,,,False,2021-04-17,True,"https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_UX67_CR0,0,67,98_AL_.jpg@._V1_SX600.jpg",Frank Darabont,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift."
movie_0027,La vita è bella,Movie,Comedy,Drama,1997,116.0,U,English,USA,8.6,,57598247.0,,,False,2017-03-25,False,https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX600.jpg,Roberto Benigni,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp."
movie_0028,Se7en,Movie,Crime,Drama,1995,127.0,A,English,USA,8.6,,100125643.0,,,False,2023-01-11,True,https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,David Fincher,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
movie_0029,The Silence of the Lambs,Movie,Crime,Drama,1991,118.0,A,English,USA,8.6,,130742922.0,,,False,2022-04-15,True,https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,Jonathan Demme,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
movie_0030,Star Wars,Movie,Action,Adventure,1977,121.0,UA,English,USA,8.6,,322740140.0,,,False,2022-11-12,False,https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX600.jpg,George Lucas,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
movie_0031,Seppuku,Movie,Action,Drama,1962,133.0,Not Rated,Japanese,Japan,8.6,,,,,False,2021-02-10,False,https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX600.jpg,Masaki Kobayashi,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity."
movie_0032,Shichinin no samurai,Movie,Action,Adventure,1954,207.0,U,Japanese,Japan,8.6,,269061.0,,,False,2019-09-15,False,https://m.media-amazon.com/images/M/MV5BOWE4ZDdhNmMtNzE5ZC00NzExLTlhNGMtY2ZhYjYzODEzODA1XkEyXkFqcGdeQXVyNTAyODkwOQ@._V1_SX600.jpg,Akira Kurosawa,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.
movie_0033,It's a Wonderful Life,Movie,Drama,Family,1946,130.0,PG,English,USA,8.6,,,,,False,2017-06-21,False,https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX600.jpg,Frank Capra,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
movie_0034,Joker,Movie,Crime,Drama,2019,122.0,A,English,USA,8.5,,335451311.0,,,False,2020-01-14,True,https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@._V1_SX600.jpg,Todd Phillips,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker."
movie_0035,Whiplash,Movie,Drama,Music,2014,106.0,A,English,USA,8.5,,13092000.0,,,False,2021-08-10,False,https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX600.jpg,Damien Chazelle,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
movie_0036,The Intouchables,Movie,Biography,Comedy,2011,112.0,UA,French,France,8.5,,13182281.0,,,False,2018-02-13,False,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@._V1_SX600.jpg,Olivier Nakache,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
movie_0037,The Prestige,Movie,Drama,Mystery,2006,130.0,U,English,USA,8.5,,53089891.0,,,False,2024-01-29,False,"https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UX67_CR0,0,67,98_AL_.jpg@._V1_SX600.jpg",Christopher Nolan,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
movie_0038,The Departed,Movie,Crime,Drama,2006,151.0,A,English,USA,8.5,,132384315.0,,,False,2024-09-30,True,"https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_UX67_CR0,0,67,98_AL_.jpg@._V1_SX600.jpg",Martin Scorsese,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
movie_0039,The Pianist,Movie,Biography,Drama,2002,150.0,R,English,USA,8.5,,32572577.0,,,False,2015-01-27,False,https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,Roman Polanski,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
movie_0040,Gladiator,Movie,Action,Adventure,2000,155.0,UA,English,USA,8.5,,187705427.0,,,False,2023-07-06,False,https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,Ridley Scott,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
movie_0041,American History X,Movie,Drama,,1998,119.0,R,English,USA,8.5,,6719864.0,,,False,2024-01-14,False,https://m.media-amazon.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX600.jpg,Tony Kaye,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
movie_0042,The Usual Suspects,Movie,Crime,Mystery,1995,106.0,A,English,USA,8.5,,23341568.0,,,False,2016-10-15,True,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,Bryan Singer,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
movie_0043,Léon,Movie,Action,Crime,1994,110.0,A,French,France,8.5,,19501238.0,,,False,2022-10-30,True,https://m.media-amazon.com/images/M/MV5BODllNWE0MmEtYjUwZi00ZjY3LThmNmQtZjZlMjI2YTZjYmQ0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX600.jpg,Luc Besson,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
movie_0044,The Lion King,Movie,Animation,Adventure,1994,88.0,U,English,USA,8.5,,422783777.0,,,False,2019-09-28,False,https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX600.jpg,Roger Allers,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
movie_0045,Terminator 2: Judgment Day,Movie,Action,Sci-Fi,1991,137.0,U,English,USA,8.5,,204843350.0,,,False,2018-10-25,False,https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,James Cameron,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg."
movie_0046,Nuovo Cinema Paradiso,Movie,Drama,Romance,1988,155.0,U,Italian,Italy,8.5,,11990401.0,,,False,2018-02-12,False,https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_SX600.jpg,Giuseppe Tornatore,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
movie_0047,Hotaru no haka,Movie,Animation,Drama,1988,89.0,U,Japanese,Japan,8.5,,,,,False,2016-09-28,False,https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX600.jpg,Isao Takahata,A young boy and his little sister struggle to survive in Japan during World War II.
movie_0048,Back to the Future,Movie,Adventure,Comedy,1985,116.0,U,English,USA,8.5,,210609762.0,,,False,2017-05-31,False,https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX600.jpg,Robert Zemeckis,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown."
movie_0049,Once Upon a Time in the West,Movie,Western,,1968,165.0,U,English,USA,8.5,,5321508.0,,,False,2025-09-25,False,https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX600.jpg,Sergio Leone,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
movie_0050,Psycho,Movie,Horror,Mystery,1960,109.0,A,English,USA,8.5,,32000000.0,,,False,2023-07-25,True,https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX600.jpg,Alfred Hitchcock,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother."
movie_0051,Casablanca,Movie,Drama,Romance,1942,102.0,U,English,USA,8.5,,1024560.0,,,False,2018-10-10,False,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX600.jpg,Michael Curtiz,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.
movie_0052,Modern Times,Movie,Comedy,Drama,1936,87.0,G,English,USA,8.5,,163245.0,,,False,2016-02-23,False,https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX600.jpg,Charles Chaplin,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
movie_0053,City Lights,Movie,Comedy,Drama,1931,87.0,G,English,USA,8.5,,19181.0,,,False,2016-01-15,False,https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX600.jpg,Charles Chaplin,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
movie_0054,Capharnaüm,Movie,Drama,,2018,126.0,A,Arabic,Lebanon,8.4,,1661096.0,,,False,2019-04-06,False,https://m.media-amazon.com/images/M/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX600.jpg,Nadine Labaki,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect."
movie_0055,Ayla: The Daughter of War,Movie,Biography,Drama,2017,125.0,Not Rated,English,USA,8.4,,,,,False,2016-02-01,False,https://m.media-amazon.com/images/M/MV5BNWJhMDlmZGUtYzcxNS00NDRiLWIwNjktNDY1Mjg3ZjBkYzY0XkEyXkFqcGdeQXVyMTU4MjUwMjI@._V1_SX600.jpg,Can Ulkay,"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »"
movie_0056,Vikram Vedha,Movie,Action,Crime,2017,147.0,UA,English,USA,8.4,,,,,False,2019-01-10,True,https://m.media-amazon.com/images/M/MV5BY2FiMTFmMzMtZDI2ZC00NDQyLWExYTUtOWNmZWM1ZDg5YjVjXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX600.jpg,Gayatri,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict."
movie_0057,Kimi no na wa.,Movie,Animation,Drama,2016,106.0,U,Japanese,Japan,8.4,,5017246.0,,,False,2024-07-03,False,https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_SX600.jpg,Makoto Shinkai,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
movie_0058,Dangal,Movie,Action,Biography,2016,161.0,U,Hindi,India,8.4,,12391761.0,,,False,2018-11-09,False,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_SX600.jpg,Nitesh Tiwari,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
